interest,theme,hackathon_use,title,summary,published,updated,formats,resource_count,dataset_url,resource_urls
,,,Stadtplan Linz 2012 / 1 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 01/2012): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2013-03-27T07:47:33.355815Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/133a1162-995e-48a6-9ce4-f5dc49179e6a,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2012/1halbjahr/Stadtplan_1_2012_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2012/1halbjahr/Stadtplan_1_2012_EPSG_3857.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2012/1halbjahr/Stadtplan_1_2012_EPSG_4326.tif
,,,Stadtplan Linz 2012 / 2 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 07/2012): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2017-09-04T10:21:06.561627Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/d77e50c3-1399-44dc-ad12-b2bd9aeb4d2e,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2012/2halbjahr/stadtplan_2_2012_EPSG_3857.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2012/2halbjahr/stadtplan_2_2012_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2012/2halbjahr/stadtplan_2_2012_EPSG_4326.tif
,,,Stadtplan Linz 2013 / 1 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 01/2013): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2017-09-04T11:58:47.789923Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/3a22b400-0f4c-49fb-9a46-460bc6a9cfd6,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2013/1halbjahr/stadtplan_1_2013_EPSG_4326.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2013/1halbjahr/stadtplan_1_2013_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2013/1halbjahr/stadtplan_1_2013_EPSG_3857.tif
,,,Stadtplan Linz 2013 / 2 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 07/2013): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2013-10-14T06:38:20.499050Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/5df0c3f8-878f-411e-811f-169e69941f1e,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2013/2halbjahr/Stadtplan_2_2013_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2013/2halbjahr/Stadtplan_2_2013_EPSG_3857.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2013/2halbjahr/Stadtplan_2_2013_EPSG_4326.tif
,,,Stadtplan Linz 2014 / 1 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 01/2014): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2014-09-15T09:48:11.153139Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/e13cbe2e-e220-4e82-99a8-9126d14b9c28,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2014/1halbjahr/Stadtplan_1_2014_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2014/1halbjahr/Stadtplan_1_2014_EPSG_3857.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2014/1halbjahr/Stadtplan_1_2014_EPSG_4326.tif
,,,Stadtplan Linz 2014 / 2 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 07/2014): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2014-10-28T09:13:49.795771Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/0793e7e4-911f-4987-94e6-b1088fcaeec6,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2014/2halbjahr/Stadtplan_2_2014_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2014/2halbjahr/Stadtplan_2_2014_EPSG_4326.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2014/2halbjahr/Stadtplan_2_2014_EPSG_3857.tif
,,,Stadtplan Linz 2015 / 1 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 01/2015): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2015-02-09T00:05:18.811188Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/57c5c975-91cf-4827-a402-c912e32839d1,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2015/1halbjahr/Stadtplan_1_2015_EPSG_3857.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2015/1halbjahr/Stadtplan_1_2015_EPSG_4326.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2015/1halbjahr/Stadtplan_1_2015_EPSG_31255.tif
,,,Stadtplan Linz 2015 / 2 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 07/2015): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbeschriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenformaten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2017-03-01T15:12:55.555689Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/9e7c8587-48ec-4700-9617-4b64c8975e11,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2015/2halbjahr/Stadtplan_2_2015_EPSG_4326.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2015/2halbjahr/Stadtplan_2_2015_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2015/2halbjahr/Stadtplan_2_2015_EPSG_3857.tif
,,,Stadtplan Linz 2016 / 1 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 01/2016): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenforma-ten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2017-09-04T12:20:05.696068Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/cd3ae8aa-8418-4678-8665-0dfd444af8c5,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2016/1halbjahr/stadtplan_1_2016_EPSG_3857.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2016/1halbjahr/stadtplan_1_2016_EPSG_31255.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2016/1halbjahr/stadtplan_1_2016_EPSG_4326.tif
,,,Stadtplan Linz 2016 / 2 Halbjahr (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 07/2016): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbe-schriftungen und Hausnummern Die Stadtpläne stehen in folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich, EPSG3857 - Web Mercator Auxiliary Sphere, EPSG4326 WGS84 - Bezugssystem von GPS-Daten Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenformaten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: PTU-GEO@mag.linz.at",2017-03-01T17:04:56.605918Z,2022-06-03T00:00:00Z,IMAGE/TIFF,3,http://www.data.gv.at/katalog/datasets/1722b67a-cf5b-4172-80a9-e6545e625a98,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2016/2halbjahr/Stadtplan_2_2016_EPSG_4326.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2016/2halbjahr/Stadtplan_2_2016_EPSG_3857.tif;https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2016/2halbjahr/Stadtplan_2_2016_EPSG_31255.tif
,,,Stadtplan Linz 2017 (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 04/2017): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbeschriftungen und Hausnummern Der Stadtplan steht im folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich. Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenformaten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: ptu-geo@mag.linz.at",2018-05-29T08:57:45.349260Z,2022-06-03T00:00:00Z,IMAGE/TIFF,1,http://www.data.gv.at/katalog/datasets/cf81b8e1-a8b2-4dbd-a3d5-7bd6383ea8a4,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2017/Stadtplan_2017_EPSG_31255.tif
,,,Stadtplan Linz 2018 (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert (Datenaktualität: 04/2018): 1 Positionsdatei im TFW-Format, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Strassen, Wälder, Grünflächen, Gewässerflächen, Strassenbezeichnungen, Gewässerbeschriftungen und Hausnummern Der Stadtplan steht im folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich. Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenformaten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: ptu-geo@mag.linz.at",2018-05-29T09:18:16.106300Z,2022-06-03T00:00:00Z,IMAGE/TIFF,1,http://www.data.gv.at/katalog/datasets/0e48dbaa-5ed5-4e79-af89-c5b272847bf5,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2018/Stadtplan_2018_EPSG_31255.tif
,,,Stadtplan Linz 2019 (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Straßen, Wälder, Grünflächen, Gewässerflächen, Straßenbezeichnungen, Gewässerbeschriftungen und Hausnummern Der Stadtplan steht im folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich. Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenformaten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: ptu-geo@mag.linz.at",2021-05-25T14:22:37.214718Z,2022-06-03T00:00:00Z,IMAGE/TIFF,1,http://www.data.gv.at/katalog/datasets/5f420e77-ceb7-408b-b1f8-35e8e16bcf3e,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2019/Stadtplan_2019_EPSG_31255.tif
,,,Stadtplan Linz 2020 (Linz),"Für das gesamte Stadtgebiet von Linz wurde ein Stadtplan verspeichert, 1 Bilddatei (TIF) für gesamt Linz mit einer Bodenauflösung von 25cm Dateninhalt: Gebäude, Straßen, Wälder, Grünflächen, Gewässerflächen, Straßenbezeichnungen, Gewässerbeschriftungen und Hausnummern Der Stadtplan steht im folgenden Ziel-Koordinatensystemen zum Download bereit: EPSG31255 - Landeskoordinatensystem für Zentral-Österreich. Für etwaige Fehler oder Ungenauigkeiten kann keinerlei Haftung übernommen werden. Pläne mit einer höheren Genauigkeit, zusätzlichen Informationsinhalten oder weiteren Datenformaten (Koordinatensysteme) können bei der PTUVGI bestellt werden. Kontaktadresse: ptu-geo@mag.linz.at",2021-05-25T14:28:11.046725Z,2022-06-03T00:00:00Z,IMAGE/TIFF,1,http://www.data.gv.at/katalog/datasets/f438820f-cdc4-43b7-9de2-d0043c52a7e7,https://geo.data.linz.gv.at/katalog/geodata/stadtplan/2020/Stadtplan_2020_EPSG_31255.tif
A,Neighborhoods,Boundary layer for joining district-level indicators,Statistische Bezirke Linz ab 2014-01-01 (Linz),Karte von Linz mit den Grenzen der statistischen Bezirke im Koordinatensystem WGS 84 (4326) und in MGI / Austria GK Central (31255). Liste mit allen Namen der statistischen Bezirke. Gültig ab 2014-01-01.,2014-09-15T09:48:12.903393Z,2022-06-03T00:00:00Z,APPLICATION/GML+XML;TEXT/CSV;TEXT/XML,6,http://www.data.gv.at/katalog/datasets/fb11bd08-3c83-44fe-aeb0-7f1bffaedf65,https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/2014/StatBez_Linz_EPSG_4326.gml;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/2014/StatBez_Linz_EPSG_4326.xsd;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/2014/Flaechen_V2014.csv;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/2014/StatBez_Linz_EPSG_31255.gml;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/2014/statistische_bezirke.csv;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/2014/StatBez_Linz_EPSG_31255.xsd
,,,Statistische Bezirke Linz ab 2014-01-01 (Linz),Karte von Linz mit den Grenzen der statistischen Bezirke im Koordinatensystem WGS 84 (4326) und in MGI / Austria GK Central (31255). Liste mit allen Namen der statistischen Bezirke. Gültig ab 2014-01-01.,2019-07-18T08:01:09.863803Z,2022-06-03T00:00:00Z,APPLICATION/PDF,1,http://www.data.gv.at/katalog/datasets/30ffaefd-476a-4871-8556-762c59c930ec,https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/2014/www.linz.at-zahlen-010_Stadtgebiet_V2014.pdf
,,,Statistische Bezirke Linz bis 2013-12-31 (Linz),Karte von Linz mit den Grenzen der statistischen Bezirke und einer Liste mit allen Namen der statistischen Bezirke. Ab 1.1.2014 gelten die neuen statistischen Bezirke.,2014-08-25T00:01:22.907086Z,2022-06-03T00:00:00Z,APPLICATION/GML+XML;TEXT/CSV;TEXT/XML,4,http://www.data.gv.at/katalog/datasets/74841e9f-f59a-42d5-a6cb-9cbbe05ff7b5,https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/1957/StatBez_Linz.gml;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/1957/statistische_bezirke.csv;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/1957/StatBez_Linz.xsd;https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/1957/Flaechen.csv
,,,Statistische Bezirke Linz bis 2013-12-31 (Linz),Karte von Linz mit den Grenzen der statistischen Bezirke und einer Liste mit allen Namen der statistischen Bezirke. Ab 1.1.2014 gelten die neuen statistischen Bezirke.,2019-07-18T07:53:40.458994Z,2022-06-03T00:00:00Z,APPLICATION/PDF,1,http://www.data.gv.at/katalog/datasets/b659be24-327d-474d-9e5a-1def7006ac12,https://geo.data.linz.gv.at/katalog/geodata/statistisch_bezirke/1957/www.linz.at-zahlen-010_Stadtgebiet.pdf
,,,Tagesordnung der Gemeinderatssitzungen 2003 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2003,2014-08-25T00:01:25.719842Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/67c7cc43-51bb-4cf0-a46c-0cd779a35916,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_24_4_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_24_9_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_6_3_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_6_11_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_11_12_03_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_30_1_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_15_5_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_4_12_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2003/GR_Sitzung_26_6_03.txt
,,,Tagesordnung der Gemeinderatssitzungen 2004 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2004,2014-09-15T09:48:16.421818Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/4ebc27cf-7307-4cd8-ad7f-8bf68dadb7e5,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_1_7_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_3_6_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_23_9_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_28_10_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_11_3_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_15_4_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_16_12_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_9_12_04_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2004/GR_Sitzung_22_1_04.txt
,,,Tagesordnung der Gemeinderatssitzungen 2005 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2005,2014-08-25T00:01:28.033802Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/a3de64ae-9c7f-464c-a3fc-6a77b4d7520f,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_22_9_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_10_3_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_14_4_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_15_12_05_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_19_5_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_20_1_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_30_6_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_20_10_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2005/GR_Sitzung_24_11_05.txt
